Episode,R_total,R_env,R_energy,R_passing,R_in_box,R_assist,R_role,R_approach
1480,34.922615080510326,0.0,39.197615080510325,-10.0,0.0,0.0,5.725000411272049,0.0
1481,215.7351841044852,0.0,283.66018410448527,-108.0,0.0,0.0,40.07500169798732,0.0
1482,66.71440625675498,0.0,76.18940625675498,-24.30000001192093,0.0,0.0,14.525000412017107,0.30000001192092896
1483,177.1167160798309,-1.0000001192092896,228.26671610963314,-85.0,0.0,0.0,34.55000016838312,0.30000001192092896
1484,6.107698578110712,0.0,7.432698578110712,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1485,129.66231608256967,0.0,160.6873160825696,-53.0,0.0,0.0,21.97500142455101,0.0
1486,12.03371999954805,0.0,14.60871999954805,-4.0,0.0,0.0,1.1250000894069672,0.30000001192092896
1487,54.659347892647034,0.0,70.78434789264705,-27.0,0.0,0.0,10.575000166893005,0.30000001192092896
1488,43.72675556287128,0.0,45.751755562871274,-9.0,0.0,0.0,6.6750005185604095,0.30000001192092896
1489,283.3687093898099,-1.0000001192092896,335.46870941961214,-96.5,0.0,0.0,45.100002225488424,0.30000001192092896
1490,157.91528800340024,-1.0000001192092896,208.61528803320263,-77.0,0.0,0.0,27.3000010214746,0.0
1491,122.67463779323694,0.0,189.94963779323697,-84.29999995231628,0.0,0.0,16.725000239908695,0.30000001192092896
1492,10.865561649025533,0.0,10.815561649025536,-1.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1493,199.9877943490113,0.0,284.8627943490113,-118.59999990463257,0.0,0.0,33.12500128522515,0.6000000238418579
1494,209.38179206323017,0.0,249.25679206323028,-76.79999995231628,0.0,0.0,36.32500188052654,0.6000000238418579
1495,8.934257043676958,0.0,10.884257043676959,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1496,174.67127246629278,-1.0000001192092896,199.52127249609498,-39.10000002384186,0.0,0.0,14.350000478327274,0.9000000357627869
1497,83.5827626185319,0.0,95.23276261853194,-24.299999952316284,0.0,0.0,12.350000977516174,0.30000001192092896
1498,105.72532093536448,-1.0000001192092896,157.12532096516668,-65.59999990463257,0.0,0.0,14.600000608712435,0.6000000238418579
1499,95.70249923095706,0.0,119.30249923095704,-36.0,0.0,0.0,11.8000005222857,0.6000000238418579
1500,7.47387359356332,0.0,7.42387359356332,-1.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1501,91.62784878120226,0.0,109.12784878120227,-36.30000001192093,0.0,0.0,18.500000908970833,0.30000001192092896
1502,8.65715549389356,0.0,11.23215549389356,-4.0,0.0,0.0,1.1250000894069672,0.30000001192092896
1503,38.241675365731744,0.0,44.566675365731754,-15.0,0.0,0.0,8.675000637769699,0.0
1504,164.09457009367216,-1.0000001192092896,195.4945701234745,-55.0,0.0,0.0,24.600000876933336,0.0
1505,145.3422603513449,-1.0000001192092896,185.0672603811472,-64.30000001192093,0.0,0.0,25.275000978261232,0.30000001192092896
1506,37.36116463993239,0.0,39.23616463993239,-10.0,0.0,0.0,8.12500062584877,0.0
1507,148.8151993975304,0.0,183.76519939753038,-59.299999952316284,-1.5,0.0,24.950000926852226,0.9000000357627869
1508,169.73384811470655,-1.0000001192092896,183.18384814450894,-41.30000001192093,0.0,0.0,28.249999929219484,0.6000000238418579
1509,9.698307229098074,0.0,9.023307229098075,0.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1510,7.678140150743033,0.0,9.003140150743034,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1511,97.05070466016079,0.0,162.7757046601606,-86.59999996423721,0.0,0.0,20.2750013358891,0.6000000238418579
1512,35.86903058805171,0.0,49.89403058805172,-21.0,0.0,0.0,6.67500039935112,0.30000001192092896
1513,136.03306833019678,-1.0000001192092896,172.83306835999912,-60.0,0.0,0.0,23.90000109001994,0.30000001192092896
1514,139.79849504513692,-1.0000001192092896,269.2234950749395,-159.8999999165535,0.0,0.0,30.57500049471855,0.9000000357627869
1515,107.73806235178576,0.0,164.11306235178571,-74.0,0.0,0.0,17.325000319629908,0.30000001192092896
1516,176.65256458267478,-1.0000001192092896,216.2525646124771,-66.0,0.0,0.0,27.40000118687749,0.0
1517,103.12811382921092,0.0,126.57811382921092,-43.0,0.0,0.0,19.25000050663948,0.30000001192092896
1518,203.95484480688935,-1.0000001192092896,239.05484483669161,-63.0,0.0,0.0,28.600001879036427,0.30000001192092896
1519,158.77173487638015,0.0,195.12173487637995,-56.299999952316284,0.0,0.0,19.650000624358654,0.30000001192092896
1520,164.0647024274201,0.0,187.33970242742,-47.799999952316284,0.0,0.0,23.62500123679638,0.9000000357627869
1521,66.07677372370571,0.0,79.75177372370571,-23.5,-4.5,0.0,14.025000661611557,0.30000001192092896
1522,80.78691991876903,0.0,88.66191991876904,-21.299999952316284,0.0,0.0,13.125000715255737,0.30000001192092896
1523,234.2722891229762,-1.0000001192092896,287.84728915277896,-84.0,-4.5,0.0,35.02500142157078,0.9000000357627869
1524,167.46048153142286,-1.0000001192092896,206.38548156122502,-65.0,0.0,0.0,27.075002003461123,0.0
1525,173.51519251841978,0.0,203.6901925184197,-57.799999952316284,0.0,0.0,26.725001335144043,0.9000000357627869
1526,145.63288011754767,-1.0000001192092896,177.90788014734986,-47.30000001192093,0.0,0.0,15.725000504404306,0.30000001192092896
1527,171.57418220053816,-1.0000001192092896,207.37418223034038,-62.799999952316284,0.0,0.0,27.100000709295273,0.9000000357627869
1528,101.29393988101918,1.0000001192092896,112.99393985121688,-25.0,-7.5,1.0,18.200001269578934,0.6000000238418579
1529,9.329853218314282,0.0,9.279853218314281,-1.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1530,44.75859182615163,0.0,53.05859182615163,-19.0,0.0,0.0,10.70000073313713,0.0
1531,241.1269728759371,-1.0000001192092896,288.3519729057393,-68.79999995231628,-3.0,0.0,24.975000742822886,0.6000000238418579
1532,36.2387168559821,0.0,36.7637168559821,-8.0,0.0,0.0,7.475000441074371,0.0
1533,213.0224955759943,0.0,272.17249557599433,-90.30000001192093,0.0,0.0,30.550000678747892,0.6000000238418579
1534,10.187979885544934,0.0,12.762979885544933,-4.0,0.0,0.0,1.1250000894069672,0.30000001192092896
1535,82.5432332904127,0.0,187.7182332904127,-132.79999995231628,0.0,0.0,26.725000474601984,0.9000000357627869
1536,131.78627844676888,-1.0000001192092896,168.9112784765714,-52.0,0.0,0.0,15.875000450760126,0.0
1537,8.93106056040865,0.0,10.88106056040865,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1538,186.74921082127875,-1.0000001192092896,221.3992108510811,-67.0,0.0,0.0,33.35000138357282,0.0
1539,6.125773389868949,0.0,7.45077338986895,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1540,126.70468449644713,-1.0000001192092896,150.40468452624938,-37.0,0.0,0.0,14.000000793486834,0.30000001192092896
1541,17.936859654120443,0.0,22.386859654120446,-9.0,0.0,0.0,4.550000369548798,0.0
1542,5.494646331148052,0.0,7.444646331148051,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1543,102.43198179543049,-1.0000001192092896,226.3569818252327,-152.29999995231628,0.0,0.0,28.77500132843852,0.6000000238418579
1544,6.128191435985586,0.0,7.453191435985587,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1545,98.25033120764488,0.0,128.12533120764482,-48.0,0.0,0.0,17.825000450015068,0.30000001192092896
1546,197.85160122125282,0.0,227.77660122125283,-57.299999952316284,-6.0,0.0,32.17500193417072,1.2000000476837158
1547,12.871766325510295,0.0,14.821766325510296,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1548,185.5911885795918,0.0,226.4661885795919,-70.0,0.0,0.0,29.125000711530447,0.0
1549,110.10174338973404,-1.0000001192092896,131.40174341953644,-36.0,0.0,0.0,15.700000930577517,0.0
1550,110.5891974449908,0.0,131.33919744499076,-38.0,0.0,0.0,17.250001043081284,0.0
1551,85.56853356960096,-1.0000001192092896,159.8435335994034,-94.59999990463257,0.0,0.0,20.725001234561205,0.6000000238418579
1552,113.61086966782013,0.0,119.8358696678201,-31.30000001192093,0.0,0.0,24.775000602006912,0.30000001192092896
1553,7.326934123990322,0.0,9.276934123990321,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1554,206.35360930459981,-1.0000001192092896,240.90360933440235,-64.0,0.0,0.0,30.150002244859934,0.30000001192092896
1555,266.24901258052216,0.0,304.82401258052215,-85.59999996423721,0.0,0.0,46.12500196695328,0.9000000357627869
1556,132.2568414903403,-1.0000001192092896,143.8568415201426,-26.0,0.0,0.0,15.400000620633364,0.0
1557,9.681878690859797,0.0,9.006878690859798,0.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1558,57.993712612066524,0.0,73.29371261206654,-28.5,0.0,0.0,12.900000989437103,0.30000001192092896
1559,48.247222085850986,0.0,57.89722208585097,-18.0,0.0,0.0,8.350000470876694,0.0
1560,7.711058158476774,0.0,9.036058158476774,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1561,116.80193596725557,-1.0000001192092896,155.35193599705786,-56.60000002384186,0.0,0.0,18.450001049786806,0.6000000238418579
1562,110.33870943903872,0.0,133.43870943903877,-38.5,-3.0,0.0,17.80000103265047,0.6000000238418579
1563,7.710629714116422,0.0,9.035629714116423,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1564,224.51964145435653,0.0,248.8196414543565,-56.799999952316284,-3.0,0.0,34.900001764297485,0.6000000238418579
1565,98.44582098126016,0.0,128.5708209812601,-49.299999952316284,0.0,0.0,18.87500086054206,0.30000001192092896
1566,163.31792879125402,0.0,249.3429287912541,-114.19999992847443,0.0,0.0,26.97500092536211,1.2000000476837158
1567,187.2638839334456,-1.0000001192092896,240.73888396324793,-84.0,0.0,0.0,31.52500145509839,0.0
1568,85.71390928460768,0.0,115.4139092846077,-31.0,-9.0,0.0,9.700000554323196,0.6000000238418579
1569,7.7059520731310265,0.0,9.030952073131026,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1570,14.832989004324613,0.0,16.782989004324616,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1571,138.76734795319464,0.0,147.66734795319468,-32.0,0.0,0.0,23.100001126527786,0.0
1572,126.23250376295337,-1.0000001192092896,143.83250379275574,-34.0,0.0,0.0,17.400000471621752,0.0
1573,28.96373357685626,0.0,36.41373357685626,-14.0,0.0,0.0,6.550000488758087,0.0
1574,173.5494194700911,-1.0000001192092896,204.92441949989353,-55.0,0.0,0.0,24.625001166015863,0.0
1575,299.211485671161,-1.0000001192092896,345.66148570096306,-73.5,-6.0,0.0,31.95000145211816,2.1000000834465027
1576,35.220775993714554,0.0,43.34577599371457,-14.0,0.0,0.0,5.575000435113907,0.30000001192092896
1577,52.233818053899554,0.0,53.233818053899554,-11.0,0.0,0.0,10.000000566244125,0.0
1578,10.571202371732062,0.0,11.14620237173206,-2.0,0.0,0.0,1.1250000894069672,0.30000001192092896
1579,12.90455787451092,0.0,14.854557874510922,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1580,48.80686175977167,1.0000001192092896,51.506861729969366,-12.5,-1.5,1.0,9.000000566244125,0.30000001192092896
1581,256.61864268106115,-1.0000001192092896,305.5436427108633,-75.99999988079071,-3.0,0.0,28.975001025944948,2.1000000834465027
1582,244.51709423296,-1.0000001192092896,306.0420942627623,-101.30000001192093,0.0,0.0,39.87500128522515,0.9000000357627869
1583,105.23582807076994,0.0,117.56082807076992,-27.299999952316284,0.0,0.0,14.67500066012144,0.30000001192092896
1584,11.657868049771622,0.0,14.857868049771621,-5.0,0.0,0.0,1.5000001192092896,0.30000001192092896
1585,177.90202964905865,-1.0000001192092896,229.02702967886086,-76.0,-3.0,0.0,28.275000989437103,0.6000000238418579
1586,12.043045332685292,0.0,14.618045332685291,-4.0,0.0,0.0,1.1250000894069672,0.30000001192092896
1587,9.6742737180409,0.0,8.9992737180409,0.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1588,102.26484401155552,-1.0000001192092896,137.81484404135784,-47.5,0.0,0.0,12.650000546127558,0.30000001192092896
1589,6.106685662206926,0.0,7.4316856622069265,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1590,138.12701199894474,-1.0000001192092896,161.17701202874701,-44.0,0.0,0.0,21.95000048354268,0.0
1591,57.549336991695505,0.0,61.54933699169549,-13.299999952316284,0.0,0.0,8.700000524520874,0.6000000238418579
1592,335.8887589119634,-1.0000001192092896,373.23875894176575,-83.5,0.0,0.0,45.650002520531416,1.5000000596046448
1593,186.4014775262787,0.0,201.32647752627875,-41.0,0.0,0.0,25.175001598894596,0.9000000357627869
1594,180.52688485925896,0.0,215.52688485925898,-54.30000001192093,0.0,0.0,18.700000260025263,0.6000000238418579
1595,171.26504276492696,0.0,212.96504276492698,-61.5,-3.0,0.0,21.600000321865082,1.2000000476837158
1596,140.71927261508273,0.0,163.6942726150827,-41.0,0.0,0.0,17.72500118985772,0.30000001192092896
1597,78.67921093219823,0.0,91.35421093219823,-27.299999952316284,0.0,0.0,14.025001108646393,0.6000000238418579
1598,150.9822407533995,0.0,188.15724075339938,-64.29999995231628,0.0,0.0,26.82500060647726,0.30000001192092896
1599,143.40741434677474,-1.0000001192092896,168.6074143765772,-42.0,0.0,0.0,17.500000655651093,0.30000001192092896
1600,94.54067565773006,0.0,141.11567565773004,-60.59999990463257,0.0,0.0,13.42500039935112,0.6000000238418579
1601,172.3266309030935,0.0,194.57663090309345,-46.799999952316284,0.0,0.0,23.950001388788223,0.6000000238418579
1602,152.53932433365577,-1.0000001192092896,189.31432436345818,-44.5,-9.0,0.0,17.42500076815486,0.30000001192092896
1603,263.91873593008927,-1.0000001192092896,330.2187359598918,-96.09999990463257,0.0,0.0,29.60000053420663,1.2000000476837158
1604,8.146406137614582,0.0,7.47140613761458,0.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1605,75.13933775443581,0.0,83.56433775443585,-26.0,0.0,0.0,17.27500057220459,0.30000001192092896
1606,182.95665347500795,-1.0000001192092896,208.40665350481015,-51.8999999165535,0.0,0.0,26.550000835210085,0.9000000357627869
1607,145.5096382825374,0.0,179.8596382825374,-55.59999990463257,0.0,0.0,20.350001096725464,0.9000000357627869
1608,40.21349347813429,0.0,48.36349347813429,-17.0,0.0,0.0,8.850000411272049,0.0
1609,136.63855023100263,-1.0000001192092896,155.03855026080498,-33.5,0.0,0.0,15.800000708550215,0.30000001192092896
1610,215.32669111535733,-1.0000001192092896,240.8016911451598,-58.5,0.0,0.0,33.425001192837954,0.6000000238418579
1611,8.57727950194626,0.0,11.152279501946259,-4.0,0.0,0.0,1.1250000894069672,0.30000001192092896
1612,90.87517532458794,1.0000001192092896,91.27517529478565,-12.0,-2.5,1.0,11.200000777840614,0.9000000357627869
1613,7.348353599725424,0.0,9.298353599725425,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1614,217.70508716862653,0.0,232.1050871686265,-38.0,-1.5,0.0,23.30000138282776,1.8000000715255737
1615,87.67931218914856,0.0,105.42931218914856,-32.0,0.0,0.0,13.950000435113907,0.30000001192092896
1616,64.0777731219191,0.0,67.8527731219191,-16.30000001192093,0.0,0.0,11.925000756978989,0.6000000238418579
1617,17.82720777798762,0.0,22.327207777987624,-9.0,0.0,0.0,4.500000357627869,0.0
1618,142.7528316848721,0.0,175.952831684872,-58.09999996423721,0.0,0.0,24.000000447034836,0.9000000357627869
1619,5.512259106371298,0.0,7.462259106371298,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1620,9.715179695003455,0.0,9.040179695003454,0.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1621,32.83906398162687,0.0,41.289063981626875,-16.0,0.0,0.0,7.550000548362732,0.0
1622,8.57330259724672,0.0,11.14830259724672,-4.0,0.0,0.0,1.1250000894069672,0.30000001192092896
1623,140.6602626708343,0.0,168.5602626708344,-48.0,0.0,0.0,19.800000827759504,0.30000001192092896
1624,131.00123045247386,-1.0000001192092896,156.9012304822763,-47.0,0.0,0.0,22.10000130161643,0.0
1625,193.58234432481694,-1.0000001192092896,272.4073443546194,-115.0,0.0,0.0,37.1750016361475,0.0
1626,85.56065337088972,0.0,124.66065337088969,-52.299999952316284,0.0,0.0,12.600000493228436,0.6000000238418579
1627,68.51148360434397,0.0,90.08648360434398,-22.5,-12.0,0.0,12.625000983476639,0.30000001192092896
1628,168.71377609558502,-1.0000001192092896,199.88877612538735,-55.0,0.0,0.0,24.82500034943223,0.0
1629,8.536958072733935,0.0,11.111958072733934,-4.0,0.0,0.0,1.1250000894069672,0.30000001192092896
1630,51.19928885293128,0.0,51.79928885293128,-10.5,0.0,0.0,9.600000459700823,0.30000001192092896
1631,100.96809204611584,0.0,109.21809204611586,-22.299999952316284,0.0,0.0,13.450000494718552,0.6000000238418579
1632,175.01215418118323,0.0,214.28715418118324,-71.29999995231628,0.0,0.0,31.725000884383917,0.30000001192092896
1633,97.21043337084697,0.0,98.46043337084697,-18.299999952316284,0.0,0.0,16.750000715255737,0.30000001192092896
1634,13.644722648179794,0.0,14.969722648179795,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1635,6.114964753383635,0.0,7.439964753383634,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1636,7.688092746783245,0.0,9.013092746783245,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1637,123.83273973797755,-1.0000001192092896,164.98273976777986,-63.0,0.0,0.0,22.85000105574727,0.0
1638,109.2511150010834,0.0,124.00111500108342,-36.59999996423721,0.0,0.0,21.250001072883606,0.6000000238418579
1639,70.30570522129436,0.0,90.90570522129437,-18.5,-12.0,0.0,9.300000473856926,0.6000000238418579
1640,123.20766279218537,0.0,145.7576627921853,-34.799999952316284,0.0,0.0,11.050000637769699,1.2000000476837158
1641,94.8294414073038,-1.0000001192092896,141.2794414371062,-65.0,0.0,0.0,19.25000086426735,0.30000001192092896
1642,131.89002292213257,0.0,142.6650229221327,-26.0,-6.0,0.0,20.625001568347216,0.6000000238418579
1643,193.04913479557382,0.0,209.4241347955738,-46.5,-1.5,0.0,31.025001913309097,0.6000000238418579
1644,7.287905621182643,0.0,9.237905621182643,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1645,284.38844943816866,-1.0000001192092896,345.6384494679708,-105.79999995231628,0.0,0.0,44.6500003375113,0.9000000357627869
1646,210.09294400095007,-1.0000001192092896,257.0429440307524,-72.0,0.0,0.0,25.750000536441803,0.30000001192092896
1647,6.139706392867843,0.0,7.464706392867844,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1648,7.327162120829567,0.0,9.277162120829567,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1649,219.39032271521847,-1.0000001192092896,257.2153227450209,-81.30000001192093,0.0,0.0,43.875000324100256,0.6000000238418579
1650,81.30426473142498,-1.0000001192092896,154.62926476122726,-93.0,0.0,0.0,20.675000611692667,0.0
1651,306.3410858135731,-1.0000001192092896,352.8160858433753,-77.0,-7.5,0.0,38.12500090524554,0.9000000357627869
1652,7.728556174377005,0.0,9.053556174377006,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1653,7.668867058614161,0.0,8.993867058614162,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1654,8.86443459107754,0.0,10.81443459107754,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1655,193.0666888837098,-1.0000001192092896,211.24168891351206,-40.0,0.0,0.0,22.825000517070293,0.0
1656,129.60464102048206,-1.0000001192092896,162.12964105028422,-51.0,0.0,0.0,19.475000750273466,0.0
1657,149.6362776337652,-1.0000001192092896,176.46127766356742,-53.299999952316284,0.0,0.0,27.1750015206635,0.30000001192092896
1658,123.71783013975333,-1.0000001192092896,145.9428301695558,-37.0,0.0,0.0,15.775000665336847,0.0
1659,168.7722849823352,0.0,195.34728498233522,-53.0,0.0,0.0,25.825000911951065,0.6000000238418579
1660,56.74055375078718,0.0,74.6405537507872,-27.0,0.0,0.0,8.800000354647636,0.30000001192092896
1661,8.949191459577058,0.0,10.899191459577057,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1662,128.81194730548282,0.0,181.5369473054829,-75.29999995231628,0.0,0.0,22.275000527501106,0.30000001192092896
1663,70.43764239878199,0.0,80.087642398782,-22.0,0.0,0.0,12.05000039935112,0.30000001192092896
1664,247.83038461965913,-1.0000001192092896,283.65538464946127,-70.5,-1.5,0.0,36.87500078976154,0.30000001192092896
1665,249.06115317569368,-1.0000001192092896,334.111153205496,-128.0,0.0,0.0,43.65000116452575,0.30000001192092896
1666,184.5252423412754,0.0,207.85024234127542,-45.5,0.0,0.0,21.875000685453415,0.30000001192092896
1667,92.22226001372292,0.0,97.7472600137229,-21.0,0.0,0.0,15.475000888109207,0.0
1668,79.79526991219558,-1.0000001192092896,102.47026994199791,-32.0,0.0,0.0,10.325000245124102,0.0
1669,64.5986555618583,0.0,76.77365556185828,-26.30000001192093,0.0,0.0,13.825000673532486,0.30000001192092896
1670,83.57473161096317,0.0,150.84973161096315,-92.3999999165535,0.0,0.0,24.225001465529203,0.9000000357627869
1671,147.36436387537216,0.0,171.08936387537216,-48.0,0.0,0.0,24.275001171976328,0.0
1672,164.867643407557,-1.0000001192092896,203.3676434373592,-71.0,0.0,0.0,33.50000102818012,0.0
1673,114.26829307908139,0.0,129.14329307908136,-33.30000001192093,0.0,0.0,18.12500075995922,0.30000001192092896
1674,184.33974752727175,0.0,209.8897475272717,-56.799999952316284,-1.0,0.0,31.350001275539398,0.9000000357627869
1675,100.39979409530265,0.0,109.82479409530265,-21.0,0.0,0.0,11.27500057220459,0.30000001192092896
1676,100.80336194315598,-1.0000001192092896,163.62836197295826,-85.59999990463257,0.0,0.0,23.175001077353954,0.6000000238418579
1677,7.66760451564585,0.0,8.992604515645851,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1678,8.953619286354819,0.0,10.90361928635482,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1679,7.3496900264311416,0.0,9.299690026431142,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1680,110.01397141513068,0.0,126.68897141513064,-39.30000001192093,0.0,0.0,22.325001090765,0.30000001192092896
1681,6.6875568353980075,0.0,9.262556835398007,-4.0,0.0,0.0,1.1250000894069672,0.30000001192092896
1682,43.818828095832416,0.0,52.76882809583239,-11.5,-6.0,0.0,8.250000596046448,0.30000001192092896
1683,7.684804844240725,0.0,9.009804844240724,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1684,128.63937213130302,0.0,140.81437213130303,-33.299999952316284,0.0,0.0,20.82500120997429,0.30000001192092896
1685,49.982749534506375,0.0,52.28274953450638,-12.0,0.0,0.0,9.700000703334808,0.0
1686,211.3118791411139,0.0,237.96187914111388,-49.799999952316284,-10.0,0.0,31.950001567602158,1.2000000476837158
1687,101.65867695293616,-1.0000001192092896,155.63367698273856,-68.60000002384186,0.0,0.0,15.025000855326653,0.6000000238418579
1688,10.842985799006541,0.0,12.79298579900654,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1689,193.86561145720566,-1.0000001192092896,211.34061148700806,-47.299999952316284,0.0,0.0,30.52500182762742,0.30000001192092896
1690,5.496817707735135,0.0,7.446817707735134,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1691,8.922136866230016,0.0,10.872136866230017,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1692,170.08522823003773,-1.0000001192092896,205.66022825984018,-53.0,0.0,0.0,18.125000525265932,0.30000001192092896
1693,58.17725795643208,0.0,61.552257956432065,-14.0,0.0,0.0,10.325000792741776,0.30000001192092896
1694,219.02371186161216,-1.0000001192092896,278.3737118914147,-95.89999985694885,0.0,0.0,36.65000136569142,0.9000000357627869
1695,105.35340464600259,0.0,126.45340464600258,-39.5,-1.5,0.0,19.300001442432404,0.6000000238418579
1696,113.79227754581268,0.0,131.41727754581274,-34.59999990463257,0.0,0.0,16.37500085309148,0.6000000238418579
1697,6.126285887372743,0.0,7.451285887372743,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1698,7.347710864631229,0.0,9.297710864631227,-3.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1699,194.01673198547363,-1.0000001192092896,213.7167320152759,-50.0,0.0,0.0,31.300000298768282,0.0
1700,7.723098018938417,0.0,9.048098018938417,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1701,37.61324203426262,0.0,41.43824203426262,-12.0,0.0,0.0,8.175000607967377,0.0
1702,6.1184703040763955,0.0,7.443470304076396,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1703,333.8534120026676,-1.0000001192092896,404.12841203246995,-122.29999995231628,0.0,0.0,51.82500176504254,1.2000000476837158
1704,108.12493696333577,0.0,134.89993696333573,-47.59999990463257,0.0,0.0,20.22500091791153,0.6000000238418579
1705,144.90342341537485,-1.0000001192092896,153.30342344517715,-37.0,0.0,0.0,29.600001145154238,0.0
1706,36.00304273402939,0.0,55.1030427340294,-18.5,-9.0,0.0,8.100000619888306,0.30000001192092896
1707,175.05345678430646,-1.0000001192092896,203.7534568141089,-58.0,0.0,0.0,30.300001565366983,0.0
1708,27.03686494138989,0.0,26.936864941389892,-5.0,0.0,0.0,5.100000381469727,0.0
1709,46.75705195417925,0.0,55.25705195417926,-18.0,0.0,0.0,9.500000596046448,0.0
1710,9.8456557660459,0.0,13.045655766045899,-5.0,0.0,0.0,1.5000001192092896,0.30000001192092896
1711,161.47550505588265,-1.0000001192092896,184.20050508568497,-50.0,0.0,0.0,28.27500009536743,0.0
1712,139.92504688257026,-1.0000001192092896,150.07504691237253,-26.5,-3.0,0.0,20.05000089481473,0.30000001192092896
1713,133.8085786274847,0.0,151.18357862748476,-43.5,0.0,0.0,25.825000569224358,0.30000001192092896
1714,9.319692973806795,0.0,9.269692973806794,-1.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1715,114.93585119847253,-1.0000001192092896,152.06085122827477,-58.0,0.0,0.0,21.875001020729542,0.0
1716,440.31518690665285,-1.0000001192092896,495.09018693645515,-85.5,0.0,0.0,31.125000976026058,0.6000000238418579
1717,352.9532144446442,-1.0000001192092896,377.2032144744464,-57.0,0.0,0.0,33.45000161603093,0.30000001192092896
1718,140.48589697933784,-1.0000001192092896,158.91089700914011,-43.0,0.0,0.0,25.575001750141382,0.0
1719,160.27601108544962,0.0,168.67601108544966,-20.299999952316284,-12.0,0.0,22.70000120997429,1.2000000476837158
1720,106.65826801054797,0.0,112.33326801054801,-19.299999952316284,0.0,0.0,13.025000736117363,0.6000000238418579
1721,9.718552799969755,0.0,9.043552799969756,0.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1722,127.3745403847785,-1.0000001192092896,148.84954041458084,-40.0,0.0,0.0,19.52500081434846,0.0
1723,289.8623880663402,-1.0000001192092896,378.9373880961426,-116.89999997615814,0.0,0.0,27.925000589340925,0.9000000357627869
1724,401.4053310555139,0.0,501.5803310555139,-153.39999997615814,-2.5,0.0,53.025002025067806,2.7000001072883606
1725,265.39124104605804,-1.0000001192092896,308.49124107586016,-91.30000001192093,0.0,0.0,48.900001998990774,0.30000001192092896
1726,82.6164301345887,0.0,96.79143013458871,-29.5,0.0,0.0,15.025000363588333,0.30000001192092896
1727,57.4923594113847,0.0,65.6923594113847,-20.59999990463257,0.0,0.0,11.800000473856926,0.6000000238418579
1728,18.773859124576088,0.0,18.723859124576084,-1.0,0.0,0.0,0.7500000596046448,0.30000001192092896
1729,7.69594072255329,0.0,9.020940722553291,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
1730,6.113321934590101,0.0,7.4383219345901015,-2.0,0.0,0.0,0.3750000298023224,0.30000001192092896
