Episode,R_total,R_handover
132,2.1999999284744263,2.1999999284744263
133,4.399999499320984,4.399999499320984
134,-1.6000001430511475,-1.6000001430511475
135,3.799999475479126,3.799999475479126
136,3.799999952316284,3.799999952316284
137,0.9999997615814209,0.9999997615814209
138,-3.400000810623169,-3.400000810623169
139,-2.2000001668930054,-2.2000001668930054
140,2.799999952316284,2.799999952316284
141,-1.0000001192092896,-1.0000001192092896
142,-1.2000001668930054,-1.2000001668930054
143,0.19999980926513672,0.19999980926513672
144,4.3999998569488525,4.3999998569488525
145,0.5999999046325684,0.5999999046325684
146,2.1999999284744263,2.1999999284744263
147,3.799999952316284,3.799999952316284
148,0.7999999523162842,0.7999999523162842
149,-1.4000002145767212,-1.4000002145767212
150,1.7999998331069946,1.7999998331069946
151,4.3999998569488525,4.3999998569488525
152,5.9999998807907104,5.9999998807907104
153,5.399999737739563,5.399999737739563
154,0.7999999523162842,0.7999999523162842
155,2.1999998092651367,2.1999998092651367
156,2.1999999284744263,2.1999999284744263
157,1.9999998807907104,1.9999998807907104
158,5.9999998807907104,5.9999998807907104
159,2.399999976158142,2.399999976158142
160,3.1999999284744263,3.1999999284744263
161,-0.6000001430511475,-0.6000001430511475
162,5.3999998569488525,5.3999998569488525
163,11.199999809265137,11.199999809265137
164,2.1999999284744263,2.1999999284744263
165,4.999999761581421,4.999999761581421
166,5.199999928474426,5.199999928474426
167,4.599999904632568,4.599999904632568
168,2.399999976158142,2.399999976158142
169,0.19999992847442627,0.19999992847442627
170,-2.000000238418579,-2.000000238418579
171,1.5999999046325684,1.5999999046325684
172,5.799999952316284,5.799999952316284
173,7.199999690055847,7.199999690055847
174,4.599999904632568,4.599999904632568
175,4.599999785423279,4.599999785423279
176,13.199999570846558,13.199999570846558
177,10.199999809265137,10.199999809265137
178,13.5999995470047,13.5999995470047
179,6.599999785423279,6.599999785423279
180,18.399999618530273,18.399999618530273
181,6.799999833106995,6.799999833106995
182,-0.8000000715255737,-0.8000000715255737
183,4.799999952316284,4.799999952316284
184,7.599999904632568,7.599999904632568
185,0.5999999046325684,0.5999999046325684
186,-1.4000000953674316,-1.4000000953674316
187,10.799999833106995,10.799999833106995
188,21.199999570846558,21.199999570846558
189,2.399999976158142,2.399999976158142
190,22.199999928474426,22.199999928474426
191,13.59999966621399,13.59999966621399
192,6.799999952316284,6.799999952316284
193,4.0,4.0
194,11.799999833106995,11.799999833106995
195,0.19999992847442627,0.19999992847442627
196,20.59999990463257,20.59999990463257
197,7.599999904632568,7.599999904632568
198,1.1999999284744263,1.1999999284744263
199,16.799999952316284,16.799999952316284
200,33.19999980926514,33.19999980926514
201,30.799999952316284,30.799999952316284
202,21.399999856948853,21.399999856948853
203,7.199999928474426,7.199999928474426
204,-0.8000000715255737,-0.8000000715255737
205,36.799999952316284,36.799999952316284
206,11.199999809265137,11.199999809265137
207,11.199999928474426,11.199999928474426
208,12.599999904632568,12.599999904632568
209,5.199999928474426,5.199999928474426
210,25.799999952316284,25.799999952316284
211,23.799999833106995,23.799999833106995
212,17.399999976158142,17.399999976158142
213,40.799999952316284,40.799999952316284
214,2.799999952316284,2.799999952316284
215,6.799999952316284,6.799999952316284
216,27.399999976158142,27.399999976158142
217,37.99999988079071,37.99999988079071
218,1.1999999284744263,1.1999999284744263
219,14.99999988079071,14.99999988079071
220,6.199999928474426,6.199999928474426
221,2.1999999284744263,2.1999999284744263
222,26.799999833106995,26.799999833106995
223,45.39999985694885,45.39999985694885
224,0.7999999523162842,0.7999999523162842
225,-2.2000001668930054,-2.2000001668930054
226,3.799999713897705,3.799999713897705
227,-0.8000001907348633,-0.8000001907348633
228,32.799999594688416,32.799999594688416
229,-1.4000000953674316,-1.4000000953674316
230,8.59999942779541,8.59999942779541
231,-0.4000002145767212,-0.4000002145767212
232,-0.8000000715255737,-0.8000000715255737
233,-1.8000004291534424,-1.8000004291534424
234,-2.4000000953674316,-2.4000000953674316
235,-2.400000214576721,-2.400000214576721
236,1.5999997854232788,1.5999997854232788
237,-3.2000001668930054,-3.2000001668930054
238,-0.8000000715255737,-0.8000000715255737
239,-0.6000001430511475,-0.6000001430511475
240,-2.4000000953674316,-2.4000000953674316
241,0.7999999523162842,0.7999999523162842
242,-0.40000009536743164,-0.40000009536743164
243,-1.1920928955078125e-07,-1.1920928955078125e-07
244,2.5999999046325684,2.5999999046325684
245,-3.4000006914138794,-3.4000006914138794
246,1.3999998569488525,1.3999998569488525
247,-0.8000000715255737,-0.8000000715255737
248,-3.200000286102295,-3.200000286102295
249,19.799999713897705,19.799999713897705
250,0.5999997854232788,0.5999997854232788
251,0.39999985694885254,0.39999985694885254
252,-0.8000000715255737,-0.8000000715255737
253,0.5999997854232788,0.5999997854232788
254,0.5999999046325684,0.5999999046325684
255,-0.40000009536743164,-0.40000009536743164
256,28.5999995470047,28.5999995470047
257,1.1999999284744263,1.1999999284744263
258,8.399999976158142,8.399999976158142
259,25.199999809265137,25.199999809265137
260,26.99999988079071,26.99999988079071
261,10.599999904632568,10.599999904632568
262,10.199999928474426,10.199999928474426
263,20.399999856948853,20.399999856948853
264,2.399999976158142,2.399999976158142
265,21.799999952316284,21.799999952316284
266,47.799999952316284,47.799999952316284
267,37.59999990463257,37.59999990463257
268,10.799999952316284,10.799999952316284
269,25.99999988079071,25.99999988079071
270,13.399999976158142,13.399999976158142
271,3.1999999284744263,3.1999999284744263
272,16.799999952316284,16.799999952316284
273,37.39999997615814,37.39999997615814
274,6.399999976158142,6.399999976158142
275,34.0,34.0
276,17.199999928474426,17.199999928474426
277,32.39999997615814,32.39999997615814
278,57.39999985694885,57.39999985694885
279,27.399999976158142,27.399999976158142
280,4.0,4.0
281,12.399999976158142,12.399999976158142
282,4.0,4.0
283,50.59999978542328,50.59999978542328
284,6.799999952316284,6.799999952316284
285,8.799999952316284,8.799999952316284
286,27.799999952316284,27.799999952316284
287,37.799999952316284,37.799999952316284
288,40.0,40.0
289,34.99999988079071,34.99999988079071
290,24.59999990463257,24.59999990463257
291,10.799999952316284,10.799999952316284
292,32.199999928474426,32.199999928474426
293,2.799999952316284,2.799999952316284
294,77.59999990463257,77.59999990463257
295,12.799999952316284,12.799999952316284
296,45.99999988079071,45.99999988079071
297,24.399999856948853,24.399999856948853
298,41.799999833106995,41.799999833106995
299,20.799999833106995,20.799999833106995
300,2.1999999284744263,2.1999999284744263
