Episode,R_total,R_energy,R_handover
117,61.75299066766199,45.55299073918757,16.199999928474426
118,133.8335134754389,98.83351359464821,34.99999988079071
119,41.96524120331785,31.16524125100156,10.799999952316284
120,89.55614795743418,67.15614810048531,22.399999856948853
121,256.36216548668267,212.5621655343664,43.799999952316284
122,111.82796757815281,77.42796760199467,34.39999997615814
123,292.21033871447474,211.61033928667942,80.59999942779541
124,33.639224089918365,28.439224161443942,5.199999928474426
125,131.79603199249985,96.79603211170914,34.99999988079071
126,19.372498276252603,14.372498276252603,5.0
127,33.18433908893662,26.984339160462188,6.199999928474426
128,26.194836671140802,21.394836718824514,4.799999952316284
129,104.50456199633763,73.90456209170509,30.59999990463257
130,254.46718384312047,225.86718572662724,28.599998116493225
131,167.2239862057074,122.02398627723299,45.199999928474426
132,242.31085574252717,176.91085588557831,65.39999985694885
133,24.925612880066044,21.72561295159162,3.1999999284744263
134,155.12289945409768,107.52289954946517,47.59999990463257
135,235.18794605668566,210.58794615205306,24.59999990463257
136,217.22167219368237,182.82167221752422,34.39999997615814
137,19.50842296124199,14.508422961241987,5.0
138,72.79423353977919,51.994233587462936,20.799999952316284
139,32.384851817897044,23.38485181789704,9.0
140,107.42810595316882,72.62810600085254,34.799999952316284
141,59.77007505675562,44.5700751282812,15.199999928474426
142,43.24961239009471,32.44961243777843,10.799999952316284
143,292.69840275642014,251.29840289947097,41.39999985694885
144,125.08660694571199,92.48660704107945,32.59999990463257
145,239.41061086878236,197.01061089262421,42.39999997615814
146,227.7242256723864,188.524225743912,39.199999928474426
147,41.857409246896175,30.45740927073803,11.399999976158142
148,261.0184065564937,213.01840655649366,48.0
149,102.50254277447611,68.50254277447611,34.0
150,125.55603798189216,87.35603805341778,38.199999928474426
151,119.78558887391881,82.98558892160253,36.799999952316284
152,35.592990227745176,27.19299025158704,8.399999976158142
153,42.061988061325614,30.661988085167472,11.399999976158142
154,232.8892231156311,193.88922323484036,38.99999988079071
155,150.72912714165008,100.72912714165007,50.0
156,115.21297452051051,76.8129745443524,38.39999997615814
157,53.56475689325564,38.16475691709749,15.399999976158142
158,201.83071689892478,175.2307169942922,26.59999990463257
159,123.2808689026234,85.48086895030713,37.799999952316284
160,67.88873518700349,48.088735234687206,19.799999952316284
161,114.3127351099988,80.51273515768254,33.799999952316284
162,243.32096492255832,198.32096492255826,45.0
163,108.9030866678481,73.50308669168993,35.39999997615814
164,47.79709450582463,36.597094577350205,11.199999928474426
165,98.17908177012156,68.37908181780529,29.799999952316284
166,117.43133408901289,82.63133413669667,34.799999952316284
167,132.3337474472453,88.93374747108714,43.39999997615814
168,28.010770750031394,21.610770773873252,6.399999976158142
169,53.508571877693846,38.108571901535704,15.399999976158142
170,106.49752163972347,79.29752171124903,27.199999928474426
171,207.37478591883178,169.57478608572478,37.799999833106995
172,234.57036287510024,192.5703628751003,42.0
173,37.60459105144453,28.804591099128253,8.799999952316284
174,42.423921434231076,32.6239214819148,9.799999952316284
175,27.983096117446202,21.583096141288056,6.399999976158142
176,63.03442842050404,44.63442844434589,18.399999976158142
177,52.226965204639704,38.42696525232341,13.799999952316284
178,78.877003123129,55.077003170812695,23.799999952316284
179,247.65367681530518,207.2536768391471,40.39999997615814
180,173.7291453628841,125.72914536288403,48.0
181,46.07488101215846,34.274881059842166,11.799999952316284
182,251.9693802479014,211.76938091547345,40.19999933242798
183,44.423438197983906,32.023438221825764,12.399999976158142
184,58.75735890118371,41.357358925025565,17.399999976158142
185,196.90498964073004,169.70498983146493,27.199999809265137
186,143.69012250684278,97.2901225306847,46.39999997615814
187,46.95762199773197,35.15762204541569,11.799999952316284
188,18.35136052807263,14.35136052807263,4.0
189,111.61407328344382,76.21407330728569,35.39999997615814
190,181.24565688539678,125.44565693308047,55.799999952316284
191,66.16061096263917,45.76061098648102,20.399999976158142
192,261.43776023879605,227.63776028647968,33.799999952316284
193,22.458328583523244,18.058328607365098,4.399999976158142
194,101.39747709760734,71.59747714529104,29.799999952316284
195,89.77982885148485,61.37982887532669,28.399999976158142
196,246.31424431887797,207.31424431887797,39.0
197,321.25367065708184,278.0536707286075,43.199999928474426
198,53.08126693471658,39.2812669824003,13.799999952316284
199,117.87323309837763,81.67323316990314,36.199999928474426
200,171.55852641998874,139.95852651535614,31.59999990463257
201,245.58567866994434,207.18567869378626,38.39999997615814
202,35.37756783454028,25.377567834540272,10.0
203,107.06015668621085,75.06015668621082,32.0
204,59.206642203529306,41.806642227371164,17.399999976158142
205,135.11700994922552,102.31700999690923,32.799999952316284
206,27.88398982624587,21.48398985008773,6.399999976158142
207,152.4683822908403,106.06838231468215,46.39999997615814
208,248.79573605797233,214.39573608181425,34.39999997615814
209,38.50080081457326,28.10080083841512,10.399999976158142
210,266.88156008772637,231.28156018309386,35.59999990463257
211,247.48782876573526,207.48782876573523,40.0
212,133.40957826161466,91.60957830929836,41.799999952316284
213,271.3545614639635,221.95456148780525,49.39999997615814
214,262.2362270984398,243.0362294349418,19.199997663497925
215,66.27960003652068,45.879600060362534,20.399999976158142
216,50.585601816704376,36.185601840546234,14.399999976158142
217,292.54265545395657,262.742655740059,29.799999713897705
218,77.12764979938825,53.72764982323012,23.399999976158142
219,83.45370479468875,58.05370481853061,25.399999976158142
220,88.25123969335797,60.85123971719987,27.399999976158142
221,120.31069325657151,78.31069325657151,42.0
222,113.5685514291758,77.16855145301768,36.39999997615814
223,40.30145054763234,30.50145059531606,9.799999952316284
224,125.60718431309394,84.2071843369358,41.39999997615814
225,68.01714034225581,48.817140413781395,19.199999928474426
226,17.840847225669798,14.440847249511656,3.399999976158142
227,118.2029363586638,80.80293638250569,37.39999997615814
228,245.0582424725535,204.65824249639547,40.39999997615814
229,61.38273222635625,42.98273225019811,18.399999976158142
230,189.47768128400236,158.2776815939465,31.199999690055847
231,123.83694536478099,85.63694543630652,38.199999928474426
232,135.7322576612563,91.73225766125633,44.0
233,58.997025321429234,42.19702536911295,16.799999952316284
234,127.11607489769287,85.11607489769287,42.0
235,272.3599116147325,231.95991163857445,40.39999997615814
236,64.61703833634206,45.817038384025764,18.799999952316284
237,138.1535100674049,94.15351006740484,44.0
238,145.32786004762033,96.32786004762038,49.0
239,16.955436058817334,14.555436082659195,2.399999976158142
240,35.05989502193443,26.65989504577629,8.399999976158142
241,232.40694164220588,199.80694173757334,32.59999990463257
242,19.67284592097185,14.672845920971845,5.0
243,136.69814768239277,93.69814768239274,43.0
244,258.4243702719999,217.62437031968366,40.799999952316284
245,102.40049205443468,69.00049207827655,33.39999997615814
246,36.45753236804459,28.657532415728305,7.799999952316284
247,187.2103955542597,143.4103956019435,43.799999952316284
248,119.36213223788624,82.96213226172812,36.39999997615814
249,286.69338927786094,245.89338944475404,40.799999833106995
250,118.35680348507472,78.9568035089166,39.39999997615814
251,78.46158120529829,54.061581229140145,24.399999976158142
252,134.89440952835554,91.49440955219738,43.39999997615814
253,115.87641013504513,78.47641015888698,37.39999997615814
254,104.0919781133557,70.69197813719757,33.39999997615814
255,115.71813141124473,79.91813145892844,35.799999952316284
256,37.87867179053773,27.478671814379595,10.399999976158142
257,140.019858806477,96.61985883031886,43.39999997615814
258,28.0038957091236,21.60389573296546,6.399999976158142
259,27.985474789578806,21.585474813420667,6.399999976158142
260,55.627213531813204,39.22721355565507,16.399999976158142
261,288.8389051019389,235.63890624634797,53.19999885559082
262,122.23629240237817,84.2362924023782,38.0
263,241.83809991819228,204.43809994203414,37.39999997615814
264,141.4304119471723,95.43041194717233,46.0
265,326.50487008202555,277.7048701297091,48.799999952316284
266,279.390746402031,237.99074642587294,41.39999997615814
267,131.64817667148495,91.2481766953268,40.39999997615814
268,130.0547682842063,88.65476830804818,41.39999997615814
269,372.9981841326074,307.7981842041329,65.19999992847443
270,37.86416254862241,29.064162596306126,8.799999952316284
271,344.6704285690334,288.6704285690332,56.0
272,262.96628059417395,229.16628064185772,33.799999952316284
273,121.1062079772119,84.70620800105374,36.39999997615814
274,118.9510626607705,82.15106270845425,36.799999952316284
275,47.54361210314678,34.14361212698864,13.399999976158142
276,125.22736008135364,84.22736008135364,41.0
277,241.2047910537023,193.00479112522788,48.199999928474426
278,121.78993635238338,82.78993635238335,39.0
279,299.1639137172447,257.9639137887706,41.199999928474426
280,52.93873390868934,39.138733956373066,13.799999952316284
281,57.025415493226006,41.225415540909715,15.799999952316284
282,132.58294811866088,89.58294811866091,43.0
283,138.2578829966358,94.85788302047766,43.39999997615814
284,124.75868463153961,85.95868467922332,38.799999952316284
285,73.44969626064152,51.649696308325225,21.799999952316284
286,42.0387866165537,30.63878664039556,11.399999976158142
287,130.46989449496382,89.66989454264755,40.799999952316284
288,114.53361933151268,77.13361935535454,37.39999997615814
289,152.83312465833146,111.43312468217334,41.39999997615814
290,69.89565792141168,48.495657945253555,21.399999976158142
291,308.9542467234247,263.15424677110855,45.799999952316284
292,240.6871893768381,203.28718940068,37.39999997615814
293,144.66034716171282,96.66034716171286,48.0
294,115.26955464049554,80.46955468817926,34.799999952316284
295,119.93732905195016,80.53732907579207,39.39999997615814
296,234.81637290485196,202.81637290485196,32.0
297,161.21865756273385,107.21865756273387,54.0
298,334.26382709642945,292.46382714411305,41.799999952316284
299,390.32789263772645,321.5278926854101,68.79999995231628
300,247.9976354180864,205.1976354657701,42.799999952316284
