Episode,R_total,R_env,R_passing,R_in_box,R_assist,R_role,R_approach
3220,4.099999726,0,-1,0,0,4.799999714,0.300000012
3221,49.25999762,-1.000000119,-7,0,0,47.83999747,9.419999793
3222,51.8599976,0,-8.300000012,0,0,49.1199985,11.03999974
3223,119.1199941,0,-3,4,0,60.39999574,57.71999772
3224,42.07999702,-1.000000119,-5.5,0,0,42.63999665,5.939999886
3225,26.69999772,0,-7.599999964,0,0,30.39999789,3.899999999
3226,77.9799959,0,-1.5,0,0,41.91999811,37.55999885
3227,55.2399977,0,-4.800000012,0,0,53.31999834,6.719999894
3228,71.6399976,0,-0.5,0,0,41.47999763,30.65999869
3229,48.33999727,-1.000000119,-9.300000012,0,0,44.35999765,14.27999961
3230,91.89999664,-1.000000119,-5,0,0,67.23999818,30.65999874
3231,50.85999823,-1.000000119,-4.900000036,0,0,45.83999938,10.91999986
3232,4.099999756,0,-1,0,0,4.799999714,0.300000012
3233,62.19999447,-1.000000119,-7.300000012,0,0,52.31999755,18.17999958
3234,37.19999729,-1.000000119,-10.80000001,0,0,38.79999737,10.19999979
3235,19.97999874,0,-2,0,0,20.239999,1.73999998
3236,7.419999599,0,0,0,0,6.759999603,0.659999996
3237,77.45999599,0,-3.800000012,0,0,49.8799977,31.3799988
3238,176.3999946,0,-8.200000048,0,0,93.03999543,91.55999695
3239,17.17999882,0,-4,0,0,19.55999887,1.619999982
3240,5.199999809,0,-0.5,0,0,5.399999678,0.300000012
3241,6.919999719,0,-0.5,0,0,6.759999603,0.659999996
3242,54.879998,0,-12.5,0,0,51.59999864,15.77999955
3243,73.75999486,0,-17.5,-4,0,60.39999442,34.85999896
3244,25.21999848,0,-7.300000012,0,0,26.75999856,5.759999916
3245,103.7199948,-1.000000119,-2,-2,0,67.43999606,41.27999853
3246,49.8999964,0,-6.600000024,0,0,47.31999686,9.179999866
3247,43.3999964,0,-8.600000024,0,0,45.39999753,6.599999942
3248,5.299999684,0,-1,0,0,5.999999642,0.300000012
3249,19.73999882,0,-6.300000012,0,0,22.91999939,3.119999968
3250,58.65999807,0,-7,0,0,42.67999923,22.97999895
3251,67.85999715,-1.000000119,-15.5,2,0,54.63999879,27.71999918
3252,140.9799939,0,-26.5,0,0,102.9199952,64.55999808
3253,59.33999631,-1.000000119,-12,0,0,51.27999671,21.05999917
3254,86.09999583,-1.000000119,-12,-2,0,64.79999751,36.29999895
3255,23.33999869,0,-5.799999952,0,0,26.1999985,2.939999998
3256,51.11999729,0,-8.099999964,0,0,48.95999767,10.25999984
3257,71.0399957,0,-14.80000001,0,0,64.35999766,21.47999946
3258,61.49999635,-1.000000119,-4.299999952,0,0,50.95999829,15.83999969
3259,7.419999599,0,0,0,0,6.759999603,0.659999996
3260,4.099999726,0,-1,0,0,4.799999714,0.300000012
3261,7.399999678,0,0.5,0,0,6.599999607,0.300000012
3262,5.299999654,0,-1,0,0,5.999999642,0.300000012
3263,6.099999577,0,-2,0,0,7.799999535,0.300000012
3264,49.53999621,-1.000000119,-7.799999952,-2,0,40.71999762,19.61999945
3265,5.599999845,0,0.5,0,0,4.799999714,0.300000012
3266,56.85999745,0,-4.5,0,0,44.91999838,16.43999945
3267,5.69999969,0,0,0,0,5.399999678,0.300000012
3268,4.099999726,0,-1,0,0,4.799999714,0.300000012
3269,50.83999717,-1.000000119,-7.800000012,0,0,48.71999735,10.91999979
3270,42.97999649,-1.000000119,-14.60000002,0,0,50.11999616,8.459999837
3271,43.73999692,-1.000000119,-5,0,0,42.47999714,7.259999856
3272,37.09999831,0,0.199999988,-6,0,32.39999872,10.49999979
3273,51.25999629,-1.000000119,-6.300000012,0,0,48.23999847,10.31999982
3274,127.3799925,0,-36.80000007,0,0,99.91999523,64.25999784
3275,55.39999768,-1.000000119,-3.800000012,0,0,51.9199968,8.27999986
3276,5.759999871,0,0.5,0,0,4.9599998,0.300000012
3277,5.799999714,0,-0.5,0,0,5.999999642,0.300000012
3278,79.13999521,-1.000000119,-10.29999995,0,0,78.19999486,12.23999968
3279,29.599998,0,-4.800000012,0,0,25.27999809,9.119999669
3280,79.31999516,0,-10,-2,0,67.4399946,23.87999924
3281,5.599999785,0,0.5,0,0,4.799999714,0.300000012
3282,54.89999583,0,-7.300000012,0,0,54.15999597,8.039999865
3283,89.13999613,0,-1,0,0,49.15999795,40.97999848
3284,65.13999642,0,-2,0,0,57.47999676,9.659999803
3285,5.69999969,0,0,0,0,5.399999678,0.300000012
3286,37.81999864,1.000000119,-1.5,4,1,24.43999833,8.879999779
3287,3.859999627,0,-3,0,0,6.559999585,0.300000012
3288,65.69999649,0,-2.5,0,0,49.83999734,18.35999951
3289,104.7399955,-1.000000119,-4.300000012,-4,0,74.31999519,39.71999874
3290,54.11999786,-1.000000119,-1.5,0,0,43.8399992,12.77999961
3291,72.05999557,-1.000000119,-2.800000012,0,0,49.6399974,26.21999913
3292,80.81999642,0,-5.5,-6,0,63.63999696,28.67999908
3293,49.87999579,-1.000000119,-26.30000001,-2,0,49.59999702,29.57999925
3294,72.51999527,0,-14.29999995,-4,0,53.0799976,37.73999862
3295,3.339999706,0,-2,0,0,5.039999664,0.300000012
3296,6.599999964,0,1.5,0,0,4.799999714,0.300000012
3297,18.57999924,0,-2,0,0,16.19999999,4.379999854
3298,59.49999818,0,-2.600000024,0,0,41.87999946,20.21999954
3299,87.15999741,-1.000000119,2,-2,0,60.5599969,27.59999913
3300,89.89999592,-1.000000119,-6.099999964,0,0,58.11999801,38.87999838
3301,6.999999642,0,-0.5,0,0,7.199999571,0.300000012
3302,28.53999889,0,0,0,0,28.11999875,0.420000009
3303,24.69999832,0,-4,0,0,27.43999861,1.25999999
3304,6.079999804,0,0.5,0,0,5.279999673,0.300000012
3305,7.379999578,0,0,0,0,6.239999622,1.139999986
3306,4.099999726,0,-1,0,0,4.799999714,0.300000012
3307,2.099999756,0,-3,0,0,4.799999714,0.300000012
3308,60.11999609,0,-12,0,0,52.79999799,19.3199993
3309,69.13999588,-1.000000119,-8.900000036,0,0,59.71999538,19.31999959
3310,5.519999623,0,-2.5,0,0,7.359999567,0.659999996
3311,3.099999726,0,-2,0,0,4.799999714,0.300000012
3312,64.5199964,0,-2.800000012,0,0,51.47999719,15.83999964
3313,42.55999684,0,-2.5,0,0,41.99999833,3.05999995
3314,67.35999688,-1.000000119,-5,-4,0,49.99999863,27.35999916
3315,3.099999726,0,-2,0,0,4.799999714,0.300000012
3316,44.87999693,-1.000000119,-4.800000012,0,0,43.35999765,7.319999881
3317,6.379999548,0,-1,0,0,7.079999506,0.300000012
3318,73.91999711,0,-2.5,0,0,58.59999691,17.81999948
3319,4.599999845,0,-0.5,0,0,4.799999714,0.300000012
3320,43.5599957,-1.000000119,-11.5,0,0,49.63999704,6.419999875
3321,65.3999975,0,-1,-2,0,46.31999822,22.0799992
3322,4.099999726,0,-1,0,0,4.799999714,0.300000012
3323,5.919999689,0,-1.5,0,0,6.759999603,0.659999996
3324,5.799999744,0,-0.5,0,0,5.999999642,0.300000012
3325,47.4599974,0,-4,0,0,41.79999867,9.659999803
3326,22.97999931,0,-1.5,0,0,21.23999888,3.239999972
3327,37.73999673,0,-8.800000012,0,0,34.9599973,11.57999981
3328,52.61999843,0,-0.600000024,0,0,39.83999783,13.37999975
3329,3.099999726,0,-2,0,0,4.799999714,0.300000012
3330,9.779999644,0,-1,0,0,10.11999962,0.659999996
3331,4.379999727,0,-2,0,0,6.079999685,0.300000012
3332,4.359999776,0,-0.5,0,0,4.559999704,0.300000012
3333,59.65999795,-1.000000119,-1,0,0,46.4799989,15.17999955
3334,106.9799944,-1.000000119,-3,8,0,62.11999844,40.85999851
3335,84.33999546,0,-6.5,4,0,56.95999835,29.87999894
3336,70.0999963,-1.000000119,-0.300000012,0,0,53.99999767,17.39999953
3337,4.599999785,0,-0.5,0,0,4.799999714,0.300000012
3338,3.099999756,0,-2,0,0,4.799999714,0.300000012
3339,40.25999867,0,-3.5,0,0,27.6799987,16.07999936
3340,3.599999845,0,-1.5,0,0,4.799999714,0.300000012
3341,69.77999561,0,0,0,0,49.55999637,20.21999948
3342,5.819999635,0,-1,0,0,6.159999639,0.659999996
3343,130.1199904,0,-19.59999996,-14,0,85.71999563,77.9999972
3344,6.879999876,0,0.5,0,0,5.71999976,0.659999996
3345,69.05999638,-1.000000119,4.5,-4,0,46.03999753,23.519999
3346,5.69999969,0,0,0,0,5.399999678,0.300000012
3347,48.53999829,0,-8.099999964,0,0,48.23999745,8.399999902
3348,25.89999843,0,-1.5,0,0,25.35999858,2.039999992
3349,6.099999905,0,1,0,0,4.799999714,0.300000012
3350,5.599999845,0,0.5,0,0,4.799999714,0.300000012
3351,65.85999803,-1.000000119,-0.5,-4,0,49.27999833,22.07999928
3352,8.039999664,0,0.5,0,0,7.239999592,0.300000012
3353,59.37999687,0,-11.30000001,0,0,59.99999835,10.67999981
3354,47.47999853,0,3.5,0,0,32.15999818,11.81999954
3355,28.7799983,0,0,0,0,28.35999817,0.420000009
3356,54.09999716,-1.000000119,0,0,0,46.63999775,8.45999983
3357,107.2799952,0,-2.899999976,0,0,73.03999647,37.13999867
3358,5.459999681,0,0,0,0,5.159999669,0.300000012
3359,14.69999851,0,-8.5,0,0,18.51999936,4.679999933
3360,5.599999785,0,0.5,0,0,4.799999714,0.300000012
3361,4.099999726,0,-1,0,0,4.799999714,0.300000012
3362,59.17999784,-1.000000119,-9.5,0,0,60.67999877,8.999999844
3363,5.719999731,0,-0.5,0,0,5.559999675,0.659999996
3364,56.49999662,0,-7.300000012,0,0,55.99999735,7.79999987
3365,56.15999757,-1.000000119,-5.5,0,0,48.31999712,14.3399995
3366,55.93999813,0,-3.299999952,0,0,44.23999788,14.99999968
3367,60.23999649,0,-3,0,0,41.15999621,22.07999925
3368,65.23999736,-1.000000119,-3.5,0,0,52.51999754,17.21999928
3369,6.319999754,0,-0.5,0,0,6.159999639,0.659999996
3370,55.9599966,-1.000000119,-3.5,0,0,47.79999842,12.65999973
3371,53.05999773,-1.000000119,-21,-2,0,55.27999666,21.77999943
3372,5.099999875,0,0,0,0,4.799999714,0.300000012
3373,53.75999685,0,-3.5,0,0,49.15999837,8.099999838
3374,52.11999778,-1.000000119,-4.5,0,0,37.75999853,19.85999918
3375,53.63999717,0,-6.100000024,0,0,51.63999689,8.099999905
3376,3.099999726,0,-2,0,0,4.799999714,0.300000012
3377,51.07999677,-1.000000119,-4.800000012,0,0,45.83999777,11.0399998
3378,48.95999753,0,-3.5,0,0,29.95999897,22.49999911
3379,52.09999767,0,-5,0,0,45.15999857,11.93999955
3380,27.59999949,0,-2.800000012,0,0,27.15999942,3.239999972
3381,48.75999822,0,1.199999988,0,0,42.87999812,4.67999994
3382,60.09999615,0,-5.599999964,0,0,45.2399976,20.45999955
3383,44.4999971,0,-7.599999964,0,0,40.75999725,11.33999973
3384,88.35999557,0,-0.300000012,8,0,51.6799981,28.97999878
3385,4.099999726,0,-1,0,0,4.799999714,0.300000012
3386,106.079995,-1.000000119,-6.100000024,0,0,72.55999736,40.61999866
3387,5.69999969,0,0,0,0,5.399999678,0.300000012
3388,8.019999564,0,0,0,0,6.759999603,1.259999961
3389,68.49999713,0,0.099999964,0,0,45.83999756,22.55999926
3390,61.79999611,-1.000000119,1.5,0,0,49.83999746,11.45999952
3391,5.69999969,0,0,0,0,5.399999678,0.300000012
3392,52.49999712,0,-5,0,0,44.11999741,13.3799995
3393,4.599999785,0,-0.5,0,0,4.799999714,0.300000012
3394,134.5399964,0,1.5,-8,0,86.91999255,54.11999814
3395,68.83999647,-1.000000119,-4.800000012,0,0,56.87999643,17.75999949
3396,5.69999969,0,0,0,0,5.399999678,0.300000012
3397,7.619999856,0,0,0,0,7.319999695,0.300000012
3398,81.03999518,-1.000000119,-1.300000012,0,0,62.15999722,21.17999938
3399,67.39999703,0,2.899999976,0,0,42.47999845,22.01999933
3400,17.71999873,0,-3.799999952,0,0,19.59999877,1.920000009
3401,64.77999696,0,-7.5,0,0,50.79999678,21.47999935
3402,61.87999703,0,-7.5,0,0,60.67999779,8.699999824
3403,6.139999568,0,-1,0,0,6.839999557,0.300000012
3404,47.21999695,0,-5.799999952,0,0,34.47999734,18.53999928
3405,121.5399939,1.000000119,-6.799999952,4,1,76.43999463,45.89999847
3406,5.599999785,0,0.5,0,0,4.799999714,0.300000012
3407,6.099999577,0,-2,0,0,7.799999535,0.300000012
3408,19.27999923,0,-5.100000024,0,0,21.19999903,3.18
3409,48.23999813,0,-7.799999952,0,0,40.19999789,15.83999938
3410,4.099999726,0,-1,0,0,4.799999714,0.300000012
3411,17.4999993,0,-1.300000012,0,0,16.39999907,2.400000006
3412,50.35999852,0,-4.5,0,0,45.0799987,9.779999636
3413,77.75999666,0,-6.800000012,-8,0,57.87999807,34.67999867
3414,43.55999655,-1.000000119,-8.5,0,0,43.27999814,9.779999763
3415,27.6399987,0,-3.100000024,0,0,25.99999827,4.73999998
3416,79.13999619,-1.000000119,-5.899999917,0,0,57.71999763,28.31999885
3417,6.839999735,0,0.5,0,0,6.039999664,0.300000012
3418,8.499999762,0,1,0,0,7.199999571,0.300000012
3419,3.69999972,0,-2,0,0,5.399999678,0.300000012
3420,4.099999726,0,-1,0,0,4.799999714,0.300000012
3421,82.13999636,-1.000000119,-9.100000024,0,0,61.87999761,30.35999916
3422,6.219999522,0,-3,0,0,8.559999496,0.659999996
3423,96.07999593,1.000000119,-7.300000012,6,1,54.15999812,41.21999827
3424,6.19999975,0,0.5,0,0,5.399999678,0.300000012
3425,63.53999773,-1.000000119,1,-2,0,47.95999873,17.57999951
3426,71.25999704,0,-0.5,0,0,48.9599994,22.79999916
3427,5.099999726,0,0,0,0,4.799999714,0.300000012
3428,75.49999473,0,-10.29999995,0,0,56.63999784,29.1599992
3429,7.719999731,0,-0.5,0,0,7.919999599,0.300000012
3430,5.099999726,0,0,0,0,4.799999714,0.300000012
3431,4.099999726,0,-1,0,0,4.799999714,0.300000012
3432,101.3799949,0,-4.100000024,-10,0,77.19999486,38.27999859
3433,28.17999907,0,2.5,0,0,16.55999863,9.119999588
3434,55.31999765,0,-4.800000012,0,0,38.27999835,21.83999924
3435,73.19999573,-1.000000119,-7.800000012,0,0,66.87999491,15.11999971
3436,75.91999446,-1.000000119,-9.5,4,0,63.6399965,18.77999936
3437,33.73999868,0,-1.5,-4,0,27.47999799,11.75999956
3438,2.099999726,0,-3,0,0,4.799999714,0.300000012
3439,23.13999882,0,-0.5,0,0,18.47999901,5.159999922
3440,102.3399955,-1.000000119,-16.69999999,-2,0,78.23999687,43.79999905
3441,44.55999791,0,-9.5,0,0,42.23999906,11.81999969
3442,32.75999917,0,-3.600000024,0,0,32.75999922,3.600000009
3443,75.95999755,0,3.199999988,-4,0,46.15999675,30.59999858
3444,43.45999698,-1.000000119,-8,0,0,44.59999751,7.859999843
3445,50.47999776,-1.000000119,-1.5,0,0,45.47999883,7.499999844
3446,51.49999659,-1.000000119,-8.300000012,0,0,45.07999666,15.71999969
3447,7.4599998,0,0,0,0,6.799999624,0.659999996
3448,4.099999726,0,-1,0,0,4.799999714,0.300000012
3449,88.39999723,0,-4.00000006,0,0,60.95999675,31.4399991
3450,88.61999682,0,-1.800000072,-4,0,60.03999788,34.37999917
3451,5.69999969,0,0,0,0,5.399999678,0.300000012
3452,52.79999688,-1.000000119,-5.5,0,0,41.59999797,17.69999938
3453,57.6399966,0,-0.800000012,0,0,49.9199971,8.519999854
3454,52.77999756,0,-7.5,-2,0,38.51999718,23.75999902
3455,47.67999756,0,-2.800000012,0,0,34.27999771,16.19999933
3456,71.63999571,0,-3,0,0,62.63999663,11.99999975
3457,42.39999816,0,1.199999988,0,0,36.5199983,4.67999994
3458,26.5799983,0,-3.5,0,0,23.35999811,6.719999827
3459,6.859999627,0,-1,0,0,6.719999582,1.139999986
3460,22.95999834,0,-4.800000012,0,0,24.75999895,2.99999997
3461,69.35999519,-1.000000119,-10.09999996,0,0,54.71999772,25.73999935
3462,29.7199989,0,-1.100000024,0,0,25.95999819,4.859999977
3463,4.579999715,0,-1,0,0,5.279999673,0.300000012
3464,67.25999725,0,-1,0,0,47.19999687,21.05999937
3465,139.9799944,-1.000000119,-7.600000024,-4,0,92.27999531,60.29999821
3466,112.8399955,-1.000000119,0.699999988,0,0,72.2799968,40.85999871
3467,7.419999599,0,0,0,0,6.759999603,0.659999996
3468,4.099999726,0,-1,0,0,4.799999714,0.300000012
3469,126.519995,-1.000000119,-13.00000006,0,0,82.67999694,57.83999857
3470,100.5599953,-1.000000119,-2.599999964,-6,0,77.27999781,32.87999888
3471,33.17999858,0,-4.5,0,0,27.47999811,10.19999973
3472,65.39999709,-1.000000119,-6.5,0,0,55.67999836,17.21999953
3473,5.899999619,0,-1,0,0,6.599999607,0.300000012
3474,40.95999844,1.000000119,-2.300000012,-4,1,29.59999782,15.65999955
3475,3.359999776,0,-1.5,0,0,4.559999704,0.300000012
3476,5.099999726,0,0,0,0,4.799999714,0.300000012
3477,5.059999704,0,0,0,0,4.759999692,0.300000012
3478,50.51999718,0,-6.5,0,0,44.11999738,12.89999946
3479,125.4399934,0,3,-4,0,65.95999753,60.47999737
3480,2.139999747,0,-3,0,0,4.839999735,0.300000012
3481,82.2799959,0,-10.39999998,0,0,58.47999738,34.1999992
3482,4.599999785,0,-0.5,0,0,4.799999714,0.300000012
3483,63.9799974,0,-0.300000012,0,0,52.75999784,11.51999969
3484,56.85999633,-1.000000119,-0.300000012,0,0,48.07999611,10.07999982
3485,129.7799945,-1.000000119,-2.800000012,-4,0,91.67999488,45.89999808
3486,3.299999684,0,-3,0,0,5.999999642,0.300000012
3487,5.21999979,0,0,0,0,4.919999778,0.300000012
3488,83.43999609,-1.000000119,-2.5,0,0,57.83999683,29.09999885
3489,7.099999547,0,-1,0,0,7.799999535,0.300000012
3490,6.239999622,0,-0.5,0,0,6.439999521,0.300000012
3491,67.13999788,-1.000000119,2,0,0,50.23999712,15.8999995
3492,17.37999868,0,-3,0,0,16.71999896,3.659999922
3493,66.31999665,0,2.099999964,0,0,52.63999712,11.57999986
3494,71.61999516,-1.000000119,3.699999988,0,0,60.99999695,7.919999868
3495,72.53999665,0,1,4,0,44.07999778,23.45999926
3496,70.19999707,0,-0.300000012,0,0,51.7199972,18.77999944
3497,6.819999635,0,0,0,0,6.159999639,0.659999996
3498,52.93999743,0,-4,0,0,45.83999701,11.09999977
3499,84.79999475,0,-10.10000002,-2,0,66.71999498,30.17999889
3500,128.759995,0,-8.600000024,-2,0,101.0799951,38.27999912
3501,80.35999584,0,-0.5,8,0,43.1599974,29.69999929
3502,25.93999901,0,1.399999976,0,0,20.39999913,4.139999993
3503,48.39999815,-1.000000119,0.5,0,0,40.91999848,7.979999796
3504,51.11999749,-1.000000119,2.5,0,0,42.95999834,6.65999987
3505,64.03999583,0,-4.5,0,0,56.35999839,12.17999968
3506,5.099999726,0,0,0,0,4.799999714,0.300000012
3507,6.19999975,0,0.5,0,0,5.399999678,0.300000012
3508,50.75999666,0,-1.800000012,0,0,48.11999649,4.43999996
3509,33.01999792,0,-6.299999952,0,0,31.63999853,7.679999918
3510,6.119999826,0,0.5,0,0,5.319999695,0.300000012
3511,102.439994,-1.000000119,2,-2,0,68.99999516,34.43999868
3512,65.65999787,0,3.5,0,0,35.03999722,27.11999908
3513,6.219999611,0,0,0,0,5.919999599,0.300000012
3514,62.27999647,0,3.5,0,0,45.15999728,13.61999952
3515,91.01999452,-1.000000119,-4,0,0,73.99999739,22.01999918
3516,18.3799991,0,-2,0,0,17.91999888,2.459999964
3517,71.23999657,-1.000000119,1,4,0,48.99999632,18.23999947
3518,25.65999907,0,1.5,0,0,15.03999908,9.11999964
3519,102.4599974,0,4.099999964,0,0,51.91999815,46.43999831
3520,140.4799922,0,-0.300000012,-8,0,79.1199967,69.65999744
3521,139.3199943,0,-6.299999952,-4,0,99.87999541,49.7399988
3522,4.19999975,0,-1.5,0,0,5.399999678,0.300000012
3523,70.05999643,0,-1.5,0,0,48.87999865,22.67999906
3524,22.41999871,0,-5,0,0,19.55999845,7.859999679
3525,105.2599963,0,-5.599999964,2,0,64.27999869,44.57999848
3526,45.01999818,-1.000000119,-3,0,0,41.03999774,7.97999984
3527,85.2599944,-1.000000119,0.199999988,0,0,61.63999621,24.41999924
3528,17.55999911,0,-3.800000012,0,0,19.19999886,2.159999996
3529,92.53999579,-1.000000119,-1.099999964,0,0,74.23999412,20.39999942
3530,53.35999674,-1.000000119,-5.800000012,0,0,52.71999827,7.439999878
3531,48.83999833,1.000000119,-9,0,1,34.35999858,21.47999933
3532,102.6199937,0,-10.30000001,6,0,75.95999657,30.95999904
3533,124.8399956,0,1.399999976,-8,0,76.11999719,55.3199983
3534,24.45999828,0,0.399999976,0,0,20.39999793,3.659999989
3535,5.679999828,0,0.5,0,0,4.879999757,0.300000012
3536,120.0399951,-1.000000119,-0.300000012,-8,0,89.31999634,40.01999862
3537,36.23999826,0,-8.099999964,0,0,37.67999803,6.659999944
3538,147.4999947,-1.000000119,14.69999993,0,0,88.67999694,45.11999907
3539,69.03999618,0,-14.10000002,4,0,52.91999753,26.21999942
3540,107.0799955,-1.000000119,1.5,0,0,63.91999465,42.65999884
3541,131.4999941,0,5.5,8,0,64.47999814,53.51999847
3542,97.479993,-1.000000119,-5.5,0,0,69.35999668,34.61999831
3543,19.39999837,0,-3.5,0,0,21.1599986,1.73999998
3544,26.61999871,0,0.5,-4,0,20.99999809,9.119999699
3545,7.399999559,0,-0.5,0,0,6.759999603,1.139999986
3546,4.619999677,0,-1,0,0,5.319999635,0.300000012
3547,4.099999756,0,-1,0,0,4.799999714,0.300000012
3548,5.099999726,0,0,0,0,4.799999714,0.300000012
3549,58.65999754,-1.000000119,3,0,0,49.27999805,7.379999854
3550,44.33999757,-1.000000119,-4,0,0,43.27999864,6.059999883
3551,32.37999788,0,-4.800000012,0,0,27.99999863,9.179999813
3552,87.49999641,-1.000000119,0,0,0,65.27999659,23.21999913
3553,4.299999654,0,-2,0,0,5.999999642,0.300000012
3554,110.3999936,-1.000000119,2,0,0,63.55999656,45.83999805
3555,62.27999598,0,-5.300000012,0,0,51.3199974,16.25999948
3556,6.019999564,0,-2,0,0,6.759999603,1.259999961
3557,158.1599967,-1.000000119,-2.399999976,-2,0,117.3599969,46.19999879
3558,6.819999635,0,0,0,0,6.159999639,0.659999996
3559,73.13999684,-1.000000119,-6,0,0,58.23999798,21.89999939
3560,56.11999793,-1.000000119,-1.5,0,0,48.59999731,10.01999974
3561,6.199999809,0,0.5,0,0,5.399999678,0.300000012
3562,95.21999589,-1.000000119,-11.29999995,0,0,76.67999737,30.83999921
3563,64.37999569,-1.000000119,-7.800000012,0,0,60.15999657,13.01999978
3564,4.099999756,0,-1,0,0,4.799999714,0.300000012
3565,71.07999928,-1.000000119,-4.700000048,0,0,54.15999682,22.6199991
3566,68.69999555,0,-0.700000048,0,0,46.35999489,23.03999964
3567,74.57999545,-1.000000119,-1.5,6,0,53.67999755,17.39999953
3568,114.2399971,0,-0.5,-4,0,67.31999601,51.41999857
3569,67.49999481,-1.000000119,1.699999988,0,0,55.87999684,10.91999979
3570,73.31999475,-1.000000119,-4.300000012,6,0,57.07999688,15.53999966
3571,80.13999757,-1.000000119,6,0,0,51.31999782,23.81999904
3572,82.37999423,-1.000000119,2.199999988,0,0,64.55999699,16.61999965
3573,5.499999583,0,-2,0,0,7.199999571,0.300000012
3574,6.099999905,0,1,0,0,4.799999714,0.300000012
3575,110.1399945,0,-0.300000012,2,0,76.51999453,31.91999894
3576,54.71999738,-1.000000119,-7.5,0,0,47.91999786,15.29999954
3577,46.15999557,0,-6.5,0,0,46.47999687,6.17999988
3578,155.0399944,-1.000000119,5,4,0,86.91999649,60.11999818
3579,85.81999598,0,-0.200000048,0,0,66.519998,19.49999956
3580,81.59999521,-1.000000119,-17.89999998,-10,0,59.43999697,51.05999862
3581,68.91999526,0,-4.5,0,0,53.7999962,19.61999934
3582,5.919999778,0,-0.5,0,0,6.119999707,0.300000012
3583,99.87999714,-1.000000119,1,-4,0,67.27999717,36.59999856
3584,3.859999716,0,-1,0,0,4.559999704,0.300000012
3585,8.039999723,0,0.5,0,0,6.879999667,0.659999996
3586,63.43999704,0,2.199999988,0,0,50.19999811,11.03999974
3587,70.1199968,0,2.199999988,0,0,51.11999753,16.79999965
3588,62.59999699,-1.000000119,4,0,0,38.35999804,21.23999932
3589,50.91999705,0,1.199999988,0,0,45.15999871,4.559999943
3590,119.1999944,-1.000000119,-0.700000048,-6,0,80.27999669,46.6199989
3591,39.45999868,1.000000119,-0.5,0,1,23.3199982,14.63999942
3592,63.07999781,0,0.5,0,0,49.6799985,12.89999963
3593,110.9399947,-1.000000119,8.5,4,0,61.63999762,37.79999883
3594,58.11999679,0,-0.800000012,0,0,41.75999719,17.15999944
3595,4.599999845,0,-0.5,0,0,4.799999714,0.300000012
3596,89.69999668,-1.000000119,5.5,0,0,59.99999794,25.19999919
3597,4.559999824,0,-0.5,0,0,4.759999692,0.300000012
3598,46.21999931,1.000000119,3.5,-6,1,27.63999826,19.07999926
3599,129.7999945,0,4.599999964,-2,0,75.83999605,51.35999827
3600,92.65999386,-1.000000119,-7.5,0,0,79.79999591,21.35999933
3601,63.13999559,-1.000000119,2,0,0,50.91999775,11.21999973
3602,63.53999668,-1.000000119,4,0,0,47.03999761,13.49999954
3603,60.55999701,-1.000000119,1.199999988,0,0,52.55999734,7.79999987
3604,8.019999564,0,0,0,0,7.359999567,0.659999996
3605,28.29999866,0,1,0,0,20.87999868,6.419999704
3606,112.2599948,-1.000000119,2,0,0,72.07999675,39.17999893
3607,32.25999755,0,-6.100000024,0,0,32.59999776,5.759999961
3608,88.63999805,0,1.200000048,-4,0,55.67999744,35.75999881
3609,7.759999573,0,-1.5,0,0,8.599999487,0.659999996
3610,60.51999702,0,-2.600000024,2,0,43.59999844,17.51999952
3611,55.35999733,0,2.5,0,0,44.51999812,8.339999832
3612,47.05999659,0,2,0,0,36.59999686,8.459999785
3613,79.11999786,-1.000000119,-1.299999952,0,0,59.75999673,21.65999948
3614,27.33999842,0,-3,0,0,21.75999814,8.579999827
3615,65.53999679,0,8,0,0,49.55999725,7.97999984
3616,45.91999906,0,4.199999988,0,0,30.19999871,11.51999959
3617,51.7199965,-1.000000119,-1.5,0,0,42.51999649,11.69999974
3618,120.1599944,0,3.199999988,4,0,72.51999813,40.43999892
3619,121.1599967,0,6.5,0,0,71.75999868,42.89999841
3620,4.599999845,0,-0.5,0,0,4.799999714,0.300000012
3621,46.59999721,-1.000000119,-2.5,0,0,42.83999772,7.259999804
3622,130.5599924,-1.000000119,-2,-2,0,95.35999578,40.19999862
3623,88.51999743,-1.000000119,0.700000048,0,0,64.87999588,23.93999911
3624,40.33999798,0,-0.300000012,0,0,30.91999815,9.719999731
3625,5.099999726,0,0,0,0,4.799999714,0.300000012
3626,48.15999791,-1.000000119,-1.5,0,0,46.99999733,3.659999937
3627,132.8599947,0,17.19999993,2,0,62.35999703,51.29999883
3628,6.899999619,0,0,0,0,6.599999607,0.300000012
3629,183.8999948,-1.000000119,7,-8,0,117.9199969,67.97999781
3630,21.8199991,0,-4.300000012,0,0,22.99999911,3.119999968
3631,64.67999624,-1.000000119,1.700000048,0,0,50.23999485,13.73999977
3632,7.379999816,0,1,0,0,6.079999685,0.300000012
3633,67.45999759,0,7,0,0,42.15999806,18.29999963
3634,63.99999525,-1.000000119,-1.800000012,0,0,56.23999575,10.55999981
3635,71.69999656,0,0,0,0,56.63999783,15.05999953
3636,31.2199991,0,1.399999976,0,0,23.63999855,6.179999948
3637,5.839999795,0,0.5,0,0,5.039999664,0.300000012
3638,62.13999748,0,5,0,0,44.3599983,12.77999955
