1,-0.3774947002183169,0.0,-1.3774947300206393,1.0000001192092896
2,-9.736987254704571,0.0,-1.7369870162859886,-8.000000953674316
3,-2.2195481205604914,0.0,-1.219548090758169,-1.0000001192092896
4,-9.771496392261632,0.0,-1.771496153843052,-8.000000953674316
5,-2.3797908179294076,0.0,-1.379790788127084,-1.0000001192092896
6,-8.729841093122275,0.0,-1.7298408845060196,-7.000000834465027
7,-0.3777518896618155,0.0,-1.3777519194641377,1.0000001192092896
8,-8.921374285096306,-1.0000001192092896,-1.9213740764800462,-6.000000715255737
9,-4.377334740842246,0.0,-1.377334651435279,-3.0000003576278687
10,-8.921261008766239,-1.0000001192092896,-1.9212608001499838,-6.000000715255737
11,-5.762518300560067,0.0,-1.762518181350777,-4.000000476837158
12,-5.923093227029504,-1.0000001192092896,-1.9230931078202147,-3.0000003576278687
13,-7.6275600489068,-1.0000001192092896,-1.6275598700928633,-5.000000596046448
14,-2.379442205833339,0.0,-1.3794421760310156,-1.0000001192092896
15,-4.484890591098413,0.0,-1.4848905016914473,-3.0000003576278687
16,-1.921424404222527,-1.0000001192092896,-1.9214244042225268,1.0000001192092896
17,-5.87322980339183,0.0,-1.8732296841825387,-4.000000476837158
18,-4.379389979261687,0.0,-1.3793898898547206,-3.0000003576278687
19,0.6250456680694398,0.0,-1.3749543915352045,2.000000238418579
20,-6.694371819744629,0.0,-1.6943716707330148,-5.000000596046448
21,-7.799446842277601,0.0,-1.7994466634636648,-6.000000715255737
22,-0.3771811807798213,0.0,-1.3771812105821435,1.0000001192092896
23,-2.378696993900393,0.0,-1.378696964098069,-1.0000001192092896
24,-2.7772930635258897,0.0,-1.7772930337235684,-1.0000001192092896
25,-2.378011848736924,0.0,-1.3780118189346031,-1.0000001192092896
26,-5.747704357242518,0.0,-1.7477042380332233,-4.000000476837158
27,-6.617543418468088,0.0,-1.6175432694564749,-5.000000596046448
28,-7.921424583035883,-1.0000001192092896,-1.9214244042219486,-5.000000596046448
29,-7.4829810164433885,0.0,-1.482980837629455,-6.000000715255737
30,-5.712189061112308,-1.0000001192092896,-1.7121889419030163,-3.0000003576278687
31,-3.426837121924846,0.0,-1.4268370623202007,-2.000000238418579
32,-6.924868938278312,-1.0000001192092896,-1.9248687892667007,-4.000000476837158
33,-11.654206954573393,0.0,-1.654206656550167,-10.000001192092896
