Episode,Total_Local_Reward,R_env,R_passing,R_in_box,R_assist,R_role,R_approach
409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,1.2999998,-1.0000001192092896,2.0,0.0,0.0,0.0,0.30000001192092896
411,1.4000001,0.0,0.5,0.0,0.0,0.0,0.9000000357627869
412,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
413,5.3,1.0000001192092896,3.0,0.0,1.0,0.0,0.30000001192092896
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
416,-1.2,0.0,-1.8000000715255737,0.0,0.0,0.0,1.2000000476837158
417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,-2.5,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.0
422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,3.6,0.0,3.0,0.0,0.0,0.0,0.6000000238418579
425,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
426,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
427,5.2000003,0.0,3.699999988079071,0.0,0.0,0.0,1.5000000596046448
428,-0.90000004,0.0,-1.2000000476837158,0.0,0.0,0.0,0.30000001192092896
429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,-2.3999999,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,-1.8,0.0,-2.4000000953674316,0.0,0.0,0.0,0.6000000238418579
434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,1.3,0.0,1.0,0.0,0.0,0.0,0.30000001192092896
436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,0.6,0.0,1.5,-1.5,0.0,0.0,0.6000000238418579
438,2.5,0.0,2.5,0.0,0.0,0.0,0.9000000357627869
439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
441,0.6,0.0,0.0,0.0,0.0,0.0,0.9000000357627869
442,1.3,0.0,1.0,0.0,0.0,0.0,0.30000001192092896
