Episode,Total_Local_Reward,R_env,R_passing,R_in_box,R_assist,R_role,R_approach
46,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2.3,0.0,2.0,0.0,0.0,0.0,0.30000001192092896
49,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
50,-1.5,0.0,-0.9000000357627869,0.0,0.0,0.0,0.30000001192092896
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,-0.90000004,0.0,-1.5000000596046448,0.0,0.0,0.0,0.6000000238418579
53,3.1,0.0,2.5,0.0,0.0,0.0,0.6000000238418579
54,2.1,0.0,1.5,0.0,0.0,0.0,0.6000000238418579
55,-0.40000004,0.0,-1.6000000834465027,0.0,0.0,0.0,1.2000000476837158
56,-0.6,0.0,-0.6000000238418579,0.0,0.0,0.0,0.6000000238418579
57,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,-0.90000004,0.0,-1.2000000476837158,0.0,0.0,0.0,0.30000001192092896
60,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
61,4.4,0.0,3.5,0.0,0.0,0.0,0.9000000357627869
62,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.0
65,2.2,0.0,1.0,0.0,0.0,0.0,1.2000000476837158
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,-1.2,0.0,-1.5000000596046448,0.0,0.0,0.0,0.30000001192092896
69,1.8,0.0,1.5,0.0,0.0,0.0,0.30000001192092896
70,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
71,-4.7000003,0.0,-3.5000001192092896,0.0,0.0,0.0,0.6000000238418579
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.8,0.0,0.5,0.0,0.0,0.0,0.30000001192092896
75,-0.3,0.0,-0.6000000238418579,0.0,0.0,0.0,0.30000001192092896
76,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
77,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,-1.5,0.0,-1.2000000476837158,0.0,0.0,0.0,0.6000000238418579
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,-2.1,0.0,-2.7000001072883606,0.0,0.0,0.0,0.6000000238418579
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
91,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
92,-2.6999998,0.0,-3.6000001430511475,0.0,0.0,0.0,0.9000000357627869
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,-2.6999998,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,-1.5,0.0,-2.1000000834465027,0.0,0.0,0.0,0.6000000238418579
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,-2.6999998,0.0,-3.0000001192092896,0.0,0.0,0.0,0.30000001192092896
103,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
104,-1.2,0.0,-1.5000000596046448,0.0,0.0,0.0,0.30000001192092896
105,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
110,2.5000002,1.0000001192092896,0.5,0.0,1.0,0.0,0.9000000357627869
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
113,0.29999995,0.0,3.0,-3.0,0.0,0.0,0.6000000238418579
114,-0.59999996,0.0,1.5,-3.0,0.0,0.0,0.9000000357627869
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
119,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.0
122,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.0
123,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,1.3,0.0,1.0,0.0,0.0,0.0,0.30000001192092896
127,-0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
128,0.6,0.0,1.5,-1.5,0.0,0.0,0.6000000238418579
129,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,-1.6000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
135,-1.9000001,-1.0000001192092896,-1.2000000476837158,0.0,0.0,0.0,0.30000001192092896
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,-1.2,0.0,-1.2000000476837158,0.0,0.0,0.0,0.30000001192092896
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,1.3,0.0,1.0,0.0,0.0,0.0,0.30000001192092896
144,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
145,-0.90000004,0.0,-1.8000000715255737,0.0,0.0,0.0,0.9000000357627869
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
148,1.4000001,0.0,0.5,0.0,0.0,0.0,1.5000000596046448
149,0.8,0.0,0.5,0.0,0.0,0.0,0.30000001192092896
150,-0.3,0.0,-0.9000000357627869,0.0,0.0,0.0,0.6000000238418579
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
154,-2.1,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
159,0.9000003,0.0,3.299999952316284,-1.5,0.0,0.0,1.8000000715255737
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,3.4,0.0,2.5,0.0,0.0,0.0,0.9000000357627869
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,-1.2,0.0,-1.5000000596046448,0.0,0.0,0.0,0.30000001192092896
168,3.6,0.0,3.0,0.0,0.0,0.0,0.6000000238418579
169,3.1000001,0.0,1.5999999046325684,0.0,0.0,0.0,1.5000000596046448
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,-1.2,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
172,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
173,3.9,0.0,1.0,2.0,0.0,0.0,0.9000000357627869
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,0.30000001192092896
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2.6,0.0,2.0,0.0,0.0,0.0,0.6000000238418579
181,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
182,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
185,-2.9999998,0.0,-4.500000178813934,0.0,0.0,0.0,1.5000000596046448
186,-0.6,0.0,-0.9000000357627869,0.0,0.0,0.0,0.30000001192092896
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,4.6,0.0,2.0,2.0,0.0,0.0,0.6000000238418579
189,-1.3000002,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
190,5.1,0.0,4.0,0.5,0.0,0.0,0.6000000238418579
191,0.3,0.0,-0.30000001192092896,0.0,0.0,0.0,0.6000000238418579
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.3,0.0,0.0,0.0,0.0,0.0,0.6000000238418579
197,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
198,-2.3999999,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,1.8,0.0,1.5,0.0,0.0,0.0,0.30000001192092896
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,-0.3,0.0,0.0,0.0,0.0,0.0,0.6000000238418579
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.79999995,0.0,-2.1000000834465027,2.0,0.0,0.0,0.9000000357627869
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,1.5000002,0.0,3.0,0.0,0.0,0.0,0.30000001192092896
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579
213,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,-0.6,0.0,-0.9000000357627869,0.0,0.0,0.0,0.30000001192092896
219,-1.5,0.0,-1.5000000596046448,0.0,0.0,0.0,0.6000000238418579
220,1.8,0.0,0.8999999761581421,0.0,0.0,0.0,0.9000000357627869
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
228,-1.2,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
229,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,-1.2,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
232,-0.2000001,0.0,-0.8000000715255737,0.0,0.0,0.0,0.6000000238418579
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,-0.3,0.0,0.0,0.0,0.0,0.0,0.6000000238418579
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,5.3,0.0,4.099999964237213,0.0,0.0,0.0,1.8000000715255737
239,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
240,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
241,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
242,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
248,0.8,0.0,0.5,0.0,0.0,0.0,0.30000001192092896
249,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.0
250,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,-0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
253,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,-2.5,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
257,-0.099999964,0.0,-1.6000001430511475,0.0,0.0,0.0,1.8000000715255737
258,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579
259,0.8,0.0,0.5,0.0,0.0,0.0,0.30000001192092896
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,-0.6000000238418579,0.0,0.0,0.0,0.6000000238418579
264,2.8000002,1.0000001192092896,0.5,0.0,1.0,0.0,0.30000001192092896
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
267,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
272,3.0,0.0,3.0,0.0,0.0,0.0,0.9000000357627869
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.0
276,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
279,-1.5,0.0,0.0,0.0,0.0,0.0,0.0
280,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
281,-0.6,0.0,-0.9000000357627869,0.0,0.0,0.0,0.30000001192092896
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,0.9000000357627869
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,2.6,0.0,2.0,0.0,0.0,0.0,0.6000000238418579
287,1.3,0.0,1.0,0.0,0.0,0.0,0.9000000357627869
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,-1.5,0.0,0.0,0.0,0.0,0.0,0.0
291,-0.6,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
292,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
295,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.6000000238418579
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2.0,0.0,0.0,2.0,0.0,0.0,0.6000000238418579
299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,0.30000001192092896
301,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.0
306,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
307,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,-0.90000004,0.0,-0.6000000238418579,0.0,0.0,0.0,0.30000001192092896
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
312,-3.2999997,0.0,0.0,0.0,0.0,0.0,0.0
313,1.8,0.0,1.199999988079071,0.0,0.0,0.0,0.6000000238418579
314,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,-0.6,0.0,-0.9000000357627869,0.0,0.0,0.0,0.30000001192092896
318,-1.2,0.0,-1.2000000476837158,0.0,0.0,0.0,0.30000001192092896
319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,-0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
321,0.8,0.0,0.5,0.0,0.0,0.0,0.30000001192092896
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,2.2,0.0,0.9999999403953552,0.0,0.0,0.0,1.2000000476837158
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,4.3999996,0.0,2.8999999165534973,0.0,0.0,0.0,1.5000000596046448
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,4.1000004,1.0000001192092896,1.5,0.0,1.0,0.0,0.6000000238418579
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,1.3,0.0,1.0,0.0,0.0,0.0,0.30000001192092896
342,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
343,1.5,0.0,0.2999999523162842,0.0,0.0,0.0,1.2000000476837158
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,-2.3999999,0.0,-2.1000000834465027,0.0,0.0,0.0,0.30000001192092896
346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,-1.5,0.0,0.0,0.0,0.0,0.0,0.0
348,-1.2,0.0,-1.8000000715255737,0.0,0.0,0.0,0.6000000238418579
349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,-1.2,0.0,-1.5000000596046448,0.0,0.0,0.0,0.30000001192092896
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,3.3,0.0,3.0,0.0,0.0,0.0,0.30000001192092896
357,-0.90000004,0.0,-1.2000000476837158,0.0,0.0,0.0,0.30000001192092896
358,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
359,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
360,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
361,-0.3,0.0,-0.6000000238418579,0.0,0.0,0.0,0.30000001192092896
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,3.6,0.0,3.0,0.0,0.0,0.0,0.6000000238418579
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,3.9,-1.0000001192092896,3.699999988079071,0.0,0.0,0.0,1.2000000476837158
366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,-0.3,0.0,-0.30000001192092896,0.0,0.0,0.0,0.6000000238418579
370,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
371,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
372,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,3.1,0.0,2.5,0.0,0.0,0.0,0.6000000238418579
375,0.0,0.0,-0.30000001192092896,0.0,0.0,0.0,0.30000001192092896
376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,-0.90000004,0.0,-1.5000000596046448,0.0,0.0,0.0,0.6000000238418579
378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,-1.5,0.0,-2.1000000834465027,0.0,0.0,0.0,0.6000000238418579
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,-0.90000004,0.0,-1.2000000476837158,0.0,0.0,0.0,0.30000001192092896
385,0.3,0.0,-0.6000000238418579,0.0,0.0,0.0,1.5000000596046448
386,-3.2999997,0.0,-4.200000166893005,0.0,0.0,0.0,0.9000000357627869
387,0.3,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,-1.0000001,-1.0000001192092896,0.0,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,-0.6,0.0,-0.9000000357627869,0.0,0.0,0.0,0.30000001192092896
392,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,-0.90000004,0.0,0.0,0.0,0.0,0.0,0.0
398,-1.5,0.0,-1.8000000715255737,0.0,0.0,0.0,0.9000000357627869
399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,1.3,0.0,1.0,0.0,0.0,0.0,0.30000001192092896
401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
406,1.5,0.0,0.5999999642372131,0.0,0.0,0.0,1.5000000596046448
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,-0.6,0.0,0.0,0.0,0.0,0.0,0.30000001192092896
